ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
WA-035,Kitsap County,Washington,52.2,119,1.7,50.6
WA-037,Kittitas County,Washington,46,119,1.7,44.2
WA-039,Klickitat County,Washington,49.4,120,2,47.4
WA-041,Lewis County,Washington,48.1,117,1.3,46.8
WA-043,Lincoln County,Washington,46.9,95,0.6,46.3
WA-045,Mason County,Washington,49.8,119,1.5,48.3
WA-047,Okanogan County,Washington,43.3,116,1.5,41.8
WA-049,Pacific County,Washington,50.8,117,1.4,49.4
WA-051,Pend Oreille County,Washington,42.9,115,1.5,41.4
WA-053,Pierce County,Washington,47.7,120,1.5,46.1
WA-055,San Juan County,Washington,50.9,112,1.2,49.7
WA-057,Skagit County,Washington,46.4,115,1.3,45.1
WA-059,Skamania County,Washington,46.5,120,2,44.5
WA-061,Snohomish County,Washington,46.9,115,1.2,45.7
WA-063,Spokane County,Washington,47.8,120,1.9,45.9
WA-065,Stevens County,Washington,45.4,113,1.3,44.1
WA-067,Thurston County,Washington,51.3,111,1,50.3
WA-069,Wahkiakum County,Washington,50.9,120,1.7,49.2
WA-071,Walla Walla County,Washington,52.9,115,1.5,51.3
WA-073,Whatcom County,Washington,45,117,1.5,43.5
WA-075,Whitman County,Washington,49.6,117,1.7,47.9
WA-077,Yakima County,Washington,47.3,120,1.8,45.5
WV-001,Barbour County,West Virginia,53.4,121,2.7,50.7
WV-003,Berkeley County,West Virginia,54.5,121,2.5,52.1
WV-005,Boone County,West Virginia,55.7,121,1.6,54.1
WV-007,Braxton County,West Virginia,55,121,2,53.1
WV-009,Brooke County,West Virginia,52.5,121,1.7,50.7
WV-011,Cabell County,West Virginia,56.4,121,1.9,54.5
WV-013,Calhoun County,West Virginia,54.8,121,2,52.9
WV-015,Clay County,West Virginia,55.3,121,1.8,53.5
WV-017,Doddridge County,West Virginia,54.3,121,2.2,52
WV-019,Fayette County,West Virginia,53.4,121,1.6,51.8
WV-021,Gilmer County,West Virginia,55,121,2.2,52.8
WV-023,Grant County,West Virginia,52,122,2.1,49.9
WV-025,Greenbrier County,West Virginia,51.4,121,1.9,49.5
WV-027,Hampshire County,West Virginia,53.5,122,1.9,51.6
WV-029,Hancock County,West Virginia,51.7,119,1.3,50.4
WV-031,Hardy County,West Virginia,53,122,2.1,50.9
WV-033,Harrison County,West Virginia,54.4,121,2.5,51.8
WV-035,Jackson County,West Virginia,55.3,121,1.8,53.5
WV-037,Jefferson County,West Virginia,55,122,2.4,52.6
WV-039,Kanawha County,West Virginia,56,121,1.7,54.3
WV-041,Lewis County,West Virginia,54.8,121,2.5,52.3
WV-043,Lincoln County,West Virginia,56.8,121,1.9,54.9
WV-045,Logan County,West Virginia,56.2,121,1.5,54.7
WV-047,McDowell County,West Virginia,54.5,120,1.5,53.1
WV-049,Marion County,West Virginia,53.5,121,1.9,51.5
WV-051,Marshall County,West Virginia,52.5,120,1.5,51
WV-053,Mason County,West Virginia,55,118,1.1,53.8
WV-055,Mercer County,West Virginia,52.5,115,1,51.4
WV-057,Mineral County,West Virginia,53.5,122,1.7,51.8
WV-059,Mingo County,West Virginia,56.7,121,1.5,55.2
WV-061,Monongalia County,West Virginia,52.8,121,1.8,51
WV-063,Monroe County,West Virginia,53.4,121,1.8,51.6
WV-065,Morgan County,West Virginia,53.9,121,2.2,51.7
WV-067,Nicholas County,West Virginia,52.9,121,1.9,50.9
WV-069,Ohio County,West Virginia,52.5,121,1.9,50.6
WV-071,Pendleton County,West Virginia,51.3,121,2.3,49
WV-073,Pleasants County,West Virginia,54.2,121,2.1,52.2
WV-075,Pocahontas County,West Virginia,48.5,121,1.7,46.8
WV-077,Preston County,West Virginia,51,122,2.2,48.8
WV-079,Putnam County,West Virginia,56.2,121,1.9,54.3
WV-081,Raleigh County,West Virginia,53,121,1.6,51.4
WV-083,Randolph County,West Virginia,49.6,121,2.5,47.1
WV-085,Ritchie County,West Virginia,54.5,121,2.2,52.3
WV-087,Roane County,West Virginia,55.1,121,1.8,53.3
WV-089,Summers County,West Virginia,53.8,121,1.6,52.2
WV-091,Taylor County,West Virginia,53.7,122,2.2,51.5
WV-093,Tucker County,West Virginia,49.7,121,2.7,47
WV-095,Tyler County,West Virginia,53.9,121,1.9,52
WV-097,Upshur County,West Virginia,53.4,121,2.6,50.8
WV-099,Wayne County,West Virginia,56.7,121,2,54.8
WV-101,Webster County,West Virginia,51.2,121,1.5,49.6
WV-103,Wetzel County,West Virginia,53.1,121,1.6,51.4
WV-105,Wirt County,West Virginia,54.8,121,2,52.8
WV-107,Wood County,West Virginia,55,121,2.2,52.9
WV-109,Wyoming County,West Virginia,54.4,121,1.5,52.9
WI-001,Adams County,Wisconsin,45.2,109,1.7,43.5
WI-003,Ashland County,Wisconsin,40.1,97,1,39
WI-005,Barron County,Wisconsin,42.1,94,1,41.1
WI-007,Bayfield County,Wisconsin,40.5,102,1.5,39
WI-009,Brown County,Wisconsin,45.4,119,2.6,42.9
WI-011,Buffalo County,Wisconsin,45.2,99,1.2,44
WI-013,Burnett County,Wisconsin,42,99,1.4,40.6
WI-015,Calumet County,Wisconsin,45.7,118,2.3,43.5
WI-017,Chippewa County,Wisconsin,43,99,1.1,41.9
WI-019,Clark County,Wisconsin,43.3,110,1.8,41.5
WI-021,Columbia County,Wisconsin,46.6,115,1.8,44.7
WI-023,Crawford County,Wisconsin,46.6,95,1,45.7
WI-025,Dane County,Wisconsin,47.2,115,1.7,45.5
WI-027,Dodge County,Wisconsin,46,104,1.1,44.9
WI-029,Door County,Wisconsin,44,105,1.4,42.5
WI-031,Douglas County,Wisconsin,40.6,102,1.6,39
WI-033,Dunn County,Wisconsin,43.9,97,1.2,42.7
WI-035,Eau Claire County,Wisconsin,44.2,109,1.7,42.5
WI-037,Florence County,Wisconsin,40.6,105,1.7,38.9
WI-039,Fond du Lac County,Wisconsin,45.9,117,1.7,44.1
WI-041,Forest County,Wisconsin,39.8,97,1.2,38.6
WI-043,Grant County,Wisconsin,47,96,0.7,46.2
WI-045,Green County,Wisconsin,47.5,105,1.3,46.2
WI-047,Green Lake County,Wisconsin,46,110,1.6,44.3
WI-049,Iowa County,Wisconsin,46.7,107,1.4,45.3
WI-051,Iron County,Wisconsin,39.1,88,0.7,38.4
WI-053,Jackson County,Wisconsin,44.6,109,1.9,42.7
WI-055,Jefferson County,Wisconsin,47.3,108,1.3,46
WI-057,Juneau County,Wisconsin,45,103,1.5,43.5
WI-059,Kenosha County,Wisconsin,48.6,118,1.5,47.1
WI-061,Kewaunee County,Wisconsin,44.9,115,2.2,42.7
WI-063,La Crosse County,Wisconsin,45.7,97,1.2,44.5
WI-065,Lafayette County,Wisconsin,47.1,103,1.2,45.9
WI-067,Langlade County,Wisconsin,40.9,100,1.6,39.4
WI-069,Lincoln County,Wisconsin,41.2,100,1.4,39.9
WI-071,Manitowoc County,Wisconsin,45.5,118,2.2,43.3
WI-073,Marathon County,Wisconsin,43,111,1.9,41.1
WI-075,Marinette County,Wisconsin,42.7,104,1.4,41.3
WI-077,Marquette County,Wisconsin,45.9,108,1.7,44.2
WI-078,Menominee County,Wisconsin,43.1,109,2,41.1
WI-079,Milwaukee County,Wisconsin,48.3,120,2,46.3
WI-081,Monroe County,Wisconsin,44.3,95,0.9,43.3
WI-083,Oconto County,Wisconsin,43.5,106,1.7,41.8
WI-085,Oneida County,Wisconsin,39.8,93,0.8,39
WI-087,Outagamie County,Wisconsin,45.5,118,2.3,43.2
WI-089,Ozaukee County,Wisconsin,46.8,113,1.7,45.1
WI-091,Pepin County,Wisconsin,44.9,96,1,43.9
WI-093,Pierce County,Wisconsin,44,91,0.7,43.3
WI-095,Polk County,Wisconsin,42.7,96,1.2,41.5
WI-097,Portage County,Wisconsin,44.4,114,1.9,42.4
WI-099,Price County,Wisconsin,40.2,96,1.1,39.1
WI-101,Racine County,Wisconsin,48.1,116,1.5,46.7
WI-103,Richland County,Wisconsin,46.3,105,1.2,45.1
WI-105,Rock County,Wisconsin,47.8,107,1.2,46.6
WI-107,Rusk County,Wisconsin,41.6,95,0.9,40.8
WI-109,St. Croix County,Wisconsin,43.7,97,1.1,42.6
WI-111,Sauk County,Wisconsin,46.2,108,1.6,44.6
WI-113,Sawyer County,Wisconsin,40.6,102,1.5,39.1
WI-115,Shawano County,Wisconsin,44.1,116,2.3,41.8
WI-117,Sheboygan County,Wisconsin,46,118,1.9,44.1
WI-119,Taylor County,Wisconsin,41.6,103,1.3,40.3
WI-121,Trempealeau County,Wisconsin,45.2,107,1.6,43.6
WI-123,Vernon County,Wisconsin,45.2,91,0.8,44.4
WI-125,Vilas County,Wisconsin,39,90,0.7,38.2
WI-127,Walworth County,Wisconsin,47.6,107,1.2,46.4
WI-129,Washburn County,Wisconsin,41.1,96,1.2,39.9
WI-131,Washington County,Wisconsin,45.8,106,1.3,44.5
WI-133,Waukesha County,Wisconsin,47.1,110,1.6,45.6
WI-135,Waupaca County,Wisconsin,45.1,117,2.1,43
WI-137,Waushara County,Wisconsin,45.3,111,1.9,43.4
WI-139,Winnebago County,Wisconsin,46.1,116,2,44.1
WI-141,Wood County,Wisconsin,44.1,108,1.7,42.5
WY-001,Albany County,Wyoming,41.5,114,2.1,39.4
WY-003,Big Horn County,Wyoming,43.4,110,2,41.4
WY-005,Campbell County,Wyoming,44.7,100,1.1,43.5
WY-007,Carbon County,Wyoming,42.2,116,2,40.2
WY-009,Converse County,Wyoming,44.7,99,1.1,43.6
WY-011,Crook County,Wyoming,43.8,90,0.8,43
WY-013,Fremont County,Wyoming,41.2,106,1.4,39.8
WY-015,Goshen County,Wyoming,47.8,110,1.9,45.8
WY-017,Hot Springs County,Wyoming,43.4,98,1.2,42.2
WY-019,Johnson County,Wyoming,43.6,98,1.1,42.5
WY-021,Laramie County,Wyoming,46.3,111,2.1,44.2
WY-023,Lincoln County,Wyoming,39.1,117,1.8,37.2
WY-025,Natrona County,Wyoming,43.8,98,1.2,42.6
WY-027,Niobrara County,Wyoming,46,98,1.2,44.7
WY-029,Park County,Wyoming,39.1,108,1.7,37.5
WY-031,Platte County,Wyoming,47,107,1.8,45.3
WY-033,Sheridan County,Wyoming,43,103,1.4,41.7
WY-035,Sublette County,Wyoming,36.2,115,1.5,34.7
WY-037,Sweetwater County,Wyoming,42.3,109,1.5,40.7
WY-039,Teton County,Wyoming,35.5,113,1.2,34.4
WY-041,Uinta County,Wyoming,40.3,108,1.2,39.1
WY-043,Washakie County,Wyoming,44.4,91,1,43.4
WY-045,Weston County,Wyoming,44.6,92,1,43.6
